# Time-averaged data for fix rdf_fix
# TimeStep Number-of-rows
# Row c_rdfOO[1] c_rdfOO[2] c_rdfOO[3] c_rdfOH[1] c_rdfOH[2] c_rdfOH[3]
10000 100
2 0.184638 0 0 0.184638 0 0
3 0.30773 0 0 0.30773 0 0
4 0.430822 0 0 0.430822 0 0
5 0.553914 0 0 0.553914 0 0
6 0.677006 0 0 0.677006 0 0
7 0.800098 0 0 0.800098 0 0
8 0.92319 0 0 0.92319 0 0
9 1.04628 0 0 1.04628 0 0
10 1.16937 0 0 1.16937 0 0
11 1.29247 0 0 1.29247 0 0
12 1.41556 0 0 1.41556 0 0
13 1.53865 0 0 1.53865 0.0444316 0.01
14 1.66174 0 0 1.66174 0.918109 0.251
15 1.78483 0 0 1.78483 1.99137 0.854
16 1.90793 0 0 1.90793 1.5058 1.375
17 2.03102 0 0 2.03102 0.726921 1.66
18 2.15411 0 0 2.15411 0.303846 1.794
19 2.2772 0 0 2.2772 0.164353 1.875
20 2.40029 0 0 2.40029 0.12419 1.943
21 2.52339 0.310987 0.094 2.52339 0.120635 2.016
22 2.64648 2.79126 1.022 2.64648 0.240385 2.176
23 2.76957 3.71319 2.374 2.76957 0.478776 2.525
24 2.89266 2.05445 3.19 2.89266 0.943198 3.275
25 3.01575 1.1721 3.696 3.01575 1.503 4.574
26 3.13885 0.632941 3.992 3.13885 1.81041 6.269
27 3.26194 0.645479 4.318 3.26194 1.64373 7.931
28 3.38503 0.632489 4.662 3.38503 1.36749 9.42
29 3.50812 0.756651 5.104 3.50812 1.31341 10.956
30 3.63121 0.773334 5.588 3.63121 1.12053 12.36
31 3.75431 0.96262 6.232 3.75431 1.0729 13.797
32 3.8774 1.06503 6.992 3.8774 1.02897 15.267
33 4.00049 1.15058 7.866 4.00049 1.04225 16.852
34 4.12358 1.24648 8.872 4.12358 1.04099 18.534
35 4.24667 1.25471 9.946 4.24667 1.05505 20.342
36 4.36977 1.33949 11.16 4.36977 1.05708 22.26
37 4.49286 1.33391 12.438 4.49286 1.08858 24.348
38 4.61595 1.23603 13.688 4.61595 1.0313 26.436
39 4.73904 1.18767 14.954 4.73904 1.0609 28.7
40 4.86213 1.098 16.186 4.86213 1.0319 31.018
41 4.98523 0.988494 17.352 4.98523 1.06669 33.537
42 5.10832 1.01248 18.606 5.10832 1.10342 36.273
43 5.23141 0.96232 19.856 5.23141 1.03173 38.956
44 5.3545 0.915647 21.102 5.3545 1.05899 41.841
45 5.47759 0.852487 22.316 5.47759 1.00421 44.704
46 5.60069 0.846326 23.576 5.60069 1.02229 47.751
47 5.72378 0.892636 24.964 5.72378 1.00546 50.881
48 5.84687 0.877636 26.388 5.84687 0.989431 54.095
49 5.96996 1.04163 28.15 5.96996 0.981829 57.42
50 6.09305 1.00678 29.924 6.09305 0.96042 60.808
51 6.21615 1.00984 31.776 6.21615 0.97914 64.403
52 6.33924 1.06957 33.816 6.33924 0.987578 68.174
53 6.46233 1.08875 35.974 6.46233 0.995173 72.123
54 6.58542 1.11547 38.27 6.58542 1.04592 76.433
55 6.70851 1.09739 40.614 6.70851 1.04414 80.898
56 6.83161 1.10334 43.058 6.83161 1.08578 85.713
57 6.9547 1.11778 45.624 6.9547 1.03137 90.453
58 7.07779 1.10279 48.246 7.07779 1.03824 95.395
59 7.20088 1.04347 50.814 7.20088 1.07226 100.678
60 7.32397 0.99298 53.342 7.32397 1.05536 106.057
61 7.44707 0.98854 55.944 7.44707 1.05606 111.622
62 7.57016 1.02283 58.726 7.57016 1.06019 117.395
63 7.69325 0.992501 61.514 7.69325 1.05695 123.339
64 7.81634 1.03529 64.516 7.81634 1.03598 129.353
65 7.93943 0.980708 67.45 7.93943 1.01579 135.437
66 8.06253 0.999611 70.534 8.06253 1.01691 141.718
67 8.18562 1.01694 73.768 8.18562 0.988438 148.011
68 8.30871 1.04197 77.182 8.30871 0.996109 154.545
69 8.4318 1.0094 80.588 8.4318 1.00084 161.306
70 8.55489 1.00878 84.092 8.55489 0.996119 168.233
71 8.67799 1.04751 87.836 8.67799 0.993216 175.34
72 8.80108 1.00971 91.548 8.80108 1.00666 182.749
73 8.92417 0.99898 95.324 8.92417 1.01463 190.427
74 9.04726 1.03479 99.344 9.04726 1.01447 198.317
75 9.17035 1.01521 103.396 9.17035 0.991673 206.241
76 9.29345 0.968496 107.366 9.29345 1.02127 214.622
77 9.41654 1.01225 111.626 9.41654 1.0161 223.183
78 9.53963 0.98676 115.888 9.53963 1.00671 231.888
79 9.66272 0.982993 120.244 9.66272 1.00591 240.812
80 9.78581 1.02487 124.902 9.78581 1.00263 249.935
81 9.90891 0.991408 129.522 9.90891 1.00285 259.291
82 10.032 0.997794 134.288 10.032 1.00924 268.942
83 10.1551 1.01298 139.246 10.1551 1.01013 278.84
84 10.2782 1.02795 144.4 10.2782 1.01696 289.048
85 10.4013 1.03376 149.708 10.4013 1.0016 299.344
86 10.5244 1.00592 154.996 10.5244 1.00425 309.913
87 10.6475 1.00733 160.416 10.6475 1.01254 320.82
88 10.7706 0.998963 165.916 10.7706 0.999506 331.837
89 10.8936 1.0415 171.782 10.8936 1.015 343.282
90 11.0167 1.00586 177.576 11.0167 0.995744 354.765
91 11.1398 0.964733 183.258 11.1398 1.01092 366.685
92 11.2629 1.00721 189.322 11.2629 1.00994 378.858
93 11.386 1.01318 195.556 11.386 1.00933 391.291
94 11.5091 1.03457 202.06 11.5091 0.995797 403.824
95 11.6322 0.999089 208.476 11.6322 1.02391 416.988
96 11.7553 1.00176 215.046 11.7553 0.999765 430.115
97 11.8784 0.994542 221.706 11.8784 0.998172 443.497
98 12.0015 0.996774 228.52 12.0015 0.993074 457.088
99 12.1246 0.974058 235.316 12.1246 0.989908 470.915
100 12.2477 1.00964 242.504 12.2477 0.989124 485.013
22600 100
1 0.061546 0 0 0.061546 0 0
2 0.184638 0 0 0.184638 0 0
3 0.30773 0 0 0.30773 0 0
4 0.430822 0 0 0.430822 0 0
5 0.553914 0 0 0.553914 0 0
6 0.677006 0 0 0.677006 0 0
7 0.800098 0 0 0.800098 0 0
8 0.92319 0 0 0.92319 0 0
9 1.04628 0 0 1.04628 0 0
10 1.16937 0 0 1.16937 0 0
11 1.29247 0 0 1.29247 0 0
12 1.41556 0 0 1.41556 0 0
13 1.53865 0 0 1.53865 0.0442233 0.01
14 1.66174 0 0 1.66174 1.01239 0.277
15 1.78483 0 0 1.78483 1.91301 0.859
16 1.90793 0 0 1.90793 1.516 1.386
17 2.03102 0 0 2.03102 0.670203 1.65
18 2.15411 0 0 2.15411 0.363358 1.811
19 2.2772 0 0 2.2772 0.145407 1.883
20 2.40029 0 0 2.40029 0.134515 1.957
21 2.52339 0.342458 0.104 2.52339 0.129938 2.036
22 2.64648 2.86799 1.062 2.64648 0.237763 2.195
23 2.76957 3.65752 2.4 2.76957 0.516129 2.573
24 2.89266 2.08492 3.232 2.89266 0.916248 3.305
25 3.01575 1.06978 3.696 3.01575 1.4545 4.568
26 3.13885 0.647001 4 3.13885 1.77535 6.238
27 3.26194 0.614864 4.312 3.26194 1.60551 7.869
28 3.38503 0.655145 4.67 3.38503 1.43787 9.442
29 3.50812 0.644058 5.048 3.50812 1.26725 10.931
30 3.63121 0.833323 5.572 3.63121 1.09463 12.309
31 3.75431 0.922403 6.192 3.75431 1.08125 13.764
32 3.8774 1.0461 6.942 3.8774 1.06943 15.299
33 4.00049 1.13471 7.808 4.00049 1.05634 16.913
34 4.12358 1.2505 8.822 4.12358 1.01209 18.556
35 4.24667 1.2279 9.878 4.24667 1.07276 20.403
36 4.36977 1.53089 11.272 4.36977 1.05267 22.322
37 4.49286 1.30688 12.53 4.49286 1.04923 24.344
38 4.61595 1.24992 13.8 4.61595 1.07464 26.53
39 4.73904 1.1653 15.048 4.73904 1.04193 28.764
40 4.86213 1.16204 16.358 4.86213 1.08733 31.218
41 4.98523 1.05643 17.61 4.98523 1.11101 33.854
42 5.10832 0.906483 18.738 5.10832 1.04928 36.468
43 5.23141 0.890381 19.9 5.23141 1.02422 39.144
44 5.3545 0.882099 21.106 5.3545 1.05074 42.02
45 5.47759 0.876449 22.36 5.47759 1.01068 44.915
46 5.60069 0.867765 23.658 5.60069 1.03887 48.026
47 5.72378 0.887173 25.044 5.72378 0.979646 51.09
48 5.84687 0.901741 26.514 5.84687 1.00502 54.37
49 5.96996 1.00498 28.222 5.96996 0.963708 57.649
50 6.09305 0.963655 29.928 6.09305 0.944351 60.996
51 6.21615 1.07023 31.9 6.21615 0.96913 64.571
52 6.33924 1.10839 34.024 6.33924 1.01162 68.452
53 6.46233 1.08365 36.182 6.46233 1.02964 72.557
54 6.58542 1.13539 38.53 6.58542 1.00238 76.707
55 6.70851 1.12766 40.95 6.70851 1.04739 81.207
56 6.83161 1.0802 43.354 6.83161 1.03603 85.823
57 6.9547 1.03363 45.738 6.9547 1.06053 90.72
58 7.07779 1.06497 48.282 7.07779 1.05763 95.778
59 7.20088 1.0313 50.832 7.20088 1.06158 101.033
60 7.32397 1.06261 53.55 7.32397 1.04436 106.381
61 7.44707 0.961976 56.094 7.44707 1.05904 111.988
62 7.57016 0.987301 58.792 7.57016 1.07478 117.868
63 7.69325 0.992102 61.592 7.69325 1.04102 123.75
64 7.81634 1.04074 64.624 7.81634 1.02461 129.726
65 7.93943 1.02934 67.718 7.93943 1.01452 135.831
66 8.06253 1.02977 70.91 8.06253 1.02552 142.195
67 8.18562 1.01781 74.162 8.18562 0.993342 148.549
68 8.30871 1.00914 77.484 8.30871 1.00722 155.187
69 8.4318 1.04302 81.02 8.4318 1.00455 162.005
70 8.55489 1.02984 84.614 8.55489 0.981432 168.862
71 8.67799 0.98245 88.142 8.67799 1.00011 176.052
72 8.80108 1.02014 91.91 8.80108 1.02831 183.656
73 8.92417 1.01115 95.75 8.92417 1.00738 191.315
74 9.04726 1.01918 99.728 9.04726 1.01215 199.224
75 9.17035 1.01844 103.812 9.17035 0.984036 207.124
76 9.29345 0.971242 107.812 9.29345 1.01369 215.482
77 9.41654 1.00562 112.064 9.41654 0.997994 223.93
78 9.53963 0.981214 116.322 9.53963 1.0219 232.808
79 9.66272 1.0013 120.78 9.66272 1.01645 241.868
80 9.78581 0.983273 125.27 9.78581 1.01587 251.155
81 9.90891 1.00171 129.96 9.90891 0.995483 260.486
82 10.032 0.990201 134.712 10.032 0.984319 269.943
83 10.1551 1.03223 139.788 10.1551 1.00143 279.802
84 10.2782 1.0279 144.966 10.2782 1.02201 290.109
85 10.4013 1.04326 150.348 10.4013 1.00397 300.478
86 10.5244 1.02809 155.778 10.5244 1.0193 311.256
87 10.6475 0.986696 161.112 10.6475 1.00539 322.137
88 10.7706 1.01344 166.718 10.7706 1.00123 333.225
89 10.8936 1.01753 172.476 10.8936 1.00945 344.661
90 11.0167 1.01185 178.332 11.0167 1.02224 356.505
91 11.1398 1.0099 184.308 11.1398 1.00914 368.46
92 11.2629 1.02729 190.522 11.2629 1.00248 380.6
93 11.386 0.996785 196.684 11.386 1.01324 393.14
94 11.5091 0.993627 202.96 11.5091 1.00987 405.91
95 11.6322 0.96341 209.176 11.6322 0.994032 418.75
96 11.7553 1.01042 215.834 11.7553 1.00137 431.96
97 11.8784 1.03358 222.788 11.8784 0.982507 445.194
98 12.0015 0.978999 229.512 12.0015 0.998529 458.924
99 12.1246 1.00173 236.534 12.1246 1.01142 473.118
100 12.2477 0.985334 243.582 12.2477 0.993357 487.343
22700 100
1 0.061546 0 0 0.061546 0 0
2 0.184638 0 0 0.184638 0 0
3 0.30773 0 0 0.30773 0 0
4 0.430822 0 0 0.430822 0 0
5 0.553914 0 0 0.553914 0 0
6 0.677006 0 0 0.677006 0 0
7 0.800098 0 0 0.800098 0 0
8 0.92319 0 0 0.92319 0 0
9 1.04628 0 0 1.04628 0 0
10 1.16937 0 0 1.16937 0 0
11 1.29247 0 0 1.29247 0 0
12 1.41556 0 0 1.41556 0 0
13 1.53865 0 0 1.53865 0.0397636 0.009
14 1.66174 0 0 1.66174 0.894006 0.245
15 1.78483 0 0 1.78483 2.06227 0.873
16 1.90793 0 0 1.90793 1.49158 1.392
17 2.03102 0 0 2.03102 0.646746 1.647
18 2.15411 0 0 2.15411 0.33145 1.794
19 2.2772 0 0 2.2772 0.173518 1.88
20 2.40029 0 0 2.40029 0.12894 1.951
21 2.52339 0.328977 0.1 2.52339 0.139675 2.036
22 2.64648 2.72771 1.012 2.64648 0.240528 2.197
23 2.76957 3.81248 2.408 2.76957 0.514279 2.574
24 2.89266 2.07795 3.238 2.89266 0.979163 3.357
25 3.01575 1.04574 3.692 3.01575 1.51986 4.678
26 3.13885 0.680413 4.012 3.13885 1.69296 6.272
27 3.26194 0.618223 4.326 3.26194 1.62269 7.922
28 3.38503 0.72766 4.724 3.38503 1.38903 9.443
29 3.50812 0.684306 5.126 3.50812 1.21504 10.872
30 3.63121 0.768986 5.61 3.63121 1.10233 12.261
31 3.75431 0.930453 6.236 3.75431 1.04237 13.665
32 3.8774 0.989372 6.946 3.8774 1.06425 15.194
33 4.00049 1.08652 7.776 4.00049 1.05731 16.811
34 4.12358 1.26164 8.8 4.12358 1.06714 18.545
35 4.24667 1.32665 9.942 4.24667 1.08625 20.417
36 4.36977 1.32099 11.146 4.36977 1.07415 22.377
37 4.49286 1.29112 12.39 4.49286 1.03528 24.374
38 4.61595 1.21925 13.63 4.61595 1.06528 26.543
39 4.73904 1.24443 14.964 4.73904 1.04888 28.794
40 4.86213 1.1574 16.27 4.86213 1.07745 31.228
41 4.98523 1.05375 17.52 4.98523 1.06112 33.748
42 5.10832 0.957013 18.712 5.10832 1.03586 36.331
43 5.23141 0.969158 19.978 5.23141 1.05231 39.083
44 5.3545 0.923652 21.242 5.3545 1.04829 41.955
45 5.47759 0.885401 22.51 5.47759 1.05368 44.976
46 5.60069 0.832217 23.756 5.60069 1.01388 48.015
47 5.72378 0.850526 25.086 5.72378 0.978724 51.079
48 5.84687 0.864121 26.496 5.84687 0.968868 54.244
49 5.96996 0.953478 28.118 5.96996 0.971904 57.554
50 6.09305 0.997737 29.886 6.09305 0.976725 61.019
51 6.21615 1.01826 31.764 6.21615 0.980135 64.638
52 6.33924 1.0719 33.82 6.33924 0.971609 68.369
53 6.46233 1.1358 36.084 6.46233 0.994589 72.338
54 6.58542 1.09567 38.352 6.58542 1.00867 76.518
55 6.70851 1.12474 40.768 6.70851 1.03269 80.959
56 6.83161 1.08637 43.188 6.83161 1.06331 85.701
57 6.9547 1.06645 45.65 6.9547 1.05261 90.566
58 7.07779 1.0807 48.234 7.07779 1.06876 95.682
59 7.20088 1.04488 50.82 7.20088 1.05917 100.93
60 7.32397 1.03661 53.474 7.32397 1.06796 106.404
61 7.44707 1.00565 56.136 7.44707 1.07635 112.108
62 7.57016 0.996609 58.862 7.57016 1.03542 117.778
63 7.69325 1.02798 61.766 7.69325 1.03633 123.639
64 7.81634 0.9746 64.608 7.81634 1.02364 129.615
65 7.93943 1.02904 67.704 7.93943 1.01058 135.702
66 8.06253 1.00624 70.826 8.06253 1.0165 142.016
67 8.18562 0.993714 74.004 8.18562 0.981162 148.298
68 8.30871 1.06039 77.498 8.30871 1.00627 154.936
69 8.4318 1.01669 80.948 8.4318 1.02406 161.893
70 8.55489 1.01398 84.49 8.55489 1.01311 168.978
71 8.67799 0.987647 88.04 8.67799 0.990689 176.107
72 8.80108 1.03108 91.852 8.80108 1.00235 183.526
73 8.92417 1.00862 95.686 8.92417 0.991187 191.069
74 9.04726 1.01259 99.642 9.04726 1.02219 199.064
75 9.17035 1.01 103.696 9.17035 1.00364 207.129
76 9.29345 0.992646 107.788 9.29345 1.00207 215.399
77 9.41654 0.993328 111.992 9.41654 1.01393 223.99
78 9.53963 0.966478 116.19 9.53963 1.0022 232.705
79 9.66272 1.00619 120.674 9.66272 0.997 241.6
80 9.78581 1.01954 125.334 9.78581 0.999069 250.742
81 9.90891 1.01485 130.09 9.90891 1.02578 260.366
82 10.032 1.00426 134.914 10.032 1.00128 269.995
83 10.1551 0.982092 139.748 10.1551 0.995926 279.809
84 10.2782 0.986476 144.722 10.2782 0.995396 289.857
85 10.4013 1.05196 150.154 10.4013 1.00719 300.269
86 10.5244 1.01804 155.536 10.5244 1.01589 311.021
87 10.6475 1.00721 160.986 10.6475 1.01857 322.055
88 10.7706 1.0226 166.648 10.7706 1.00354 333.179
89 10.8936 1.02576 172.458 10.8936 1.0033 344.556
90 11.0167 0.997783 178.238 11.0167 1.00489 356.21
91 11.1398 1.00456 184.188 11.1398 1.00541 368.132
92 11.2629 1.00452 190.27 11.2629 1.01432 380.427
93 11.386 1.03043 196.646 11.386 1.00769 392.91
94 11.5091 0.995222 202.938 11.5091 0.994622 405.499
95 11.6322 0.999356 209.392 11.6322 1.00338 418.472
96 11.7553 1.00098 215.994 11.7553 1.00088 431.688
97 11.8784 0.954501 222.422 11.8784 1.01073 445.315
98 12.0015 0.997279 229.278 12.0015 1.00456 459.141
99 12.1246 1.0216 236.446 12.1246 0.998865 473.172
100 12.2477 0.999492 243.602 12.2477 0.987818 487.331
22800 100
1 0.061546 0 0 0.061546 0 0
2 0.184638 0 0 0.184638 0 0
3 0.30773 0 0 0.30773 0 0
4 0.430822 0 0 0.430822 0 0
5 0.553914 0 0 0.553914 0 0
6 0.677006 0 0 0.677006 0 0
7 0.800098 0 0 0.800098 0 0
8 0.92319 0 0 0.92319 0 0
9 1.04628 0 0 1.04628 0 0
10 1.16937 0 0 1.16937 0 0
11 1.29247 0 0 1.29247 0 0
12 1.41556 0 0 1.41556 0 0
13 1.53865 0 0 1.53865 0.0486732 0.011
14 1.66174 0 0 1.66174 0.815683 0.226
15 1.78483 0 0 1.78483 2.02921 0.843
16 1.90793 0 0 1.90793 1.54564 1.38
17 2.03102 0 0 2.03102 0.716304 1.662
18 2.15411 0 0 2.15411 0.316142 1.802
19 2.2772 0 0 2.2772 0.157614 1.88
20 2.40029 0 0 2.40029 0.120041 1.946
21 2.52339 0.303115 0.092 2.52339 0.131657 2.026
22 2.64648 2.4862 0.922 2.64648 0.239394 2.186
23 2.76957 3.92764 2.358 2.76957 0.490464 2.545
24 2.89266 2.23153 3.248 2.89266 0.985649 3.332
25 3.01575 1.03809 3.698 3.01575 1.42191 4.566
26 3.13885 0.728289 4.04 3.13885 1.70509 6.169
27 3.26194 0.508733 4.298 3.26194 1.62021 7.814
28 3.38503 0.629881 4.642 3.38503 1.43685 9.385
29 3.50812 0.702387 5.054 3.50812 1.22454 10.823
30 3.63121 0.852889 5.59 3.63121 1.1024 12.21
31 3.75431 0.905062 6.198 3.75431 1.10789 13.7
32 3.8774 0.971326 6.894 3.8774 1.01985 15.163
33 4.00049 1.11175 7.742 4.00049 1.04188 16.754
34 4.12358 1.29069 8.788 4.12358 1.06382 18.48
35 4.24667 1.27513 9.884 4.24667 1.09952 20.372
36 4.36977 1.27683 11.046 4.36977 1.07138 22.324
37 4.49286 1.31593 12.312 4.49286 1.03788 24.323
38 4.61595 1.22109 13.552 4.61595 1.00196 26.36
39 4.73904 1.22762 14.866 4.73904 1.03459 28.577
40 4.86213 1.17868 16.194 4.86213 1.0507 30.947
41 4.98523 1.09417 17.49 4.98523 1.06567 33.474
42 5.10832 0.950416 18.672 5.10832 1.09687 36.205
43 5.23141 0.978287 19.948 5.23141 1.04509 38.934
44 5.3545 0.832833 21.086 5.3545 1.02501 41.738
45 5.47759 0.876946 22.34 5.47759 1.02173 44.663
46 5.60069 0.849526 23.61 5.60069 1.03011 47.746
47 5.72378 0.818506 24.888 5.72378 0.98276 50.818
48 5.84687 0.886293 26.332 5.84687 0.977381 54.006
49 5.96996 0.945497 27.938 5.96996 0.952197 57.244
50 6.09305 1.01959 29.742 6.09305 0.968318 60.674
51 6.21615 1.05998 31.694 6.21615 0.968594 64.245
52 6.33924 1.0495 33.704 6.33924 0.977247 67.992
53 6.46233 1.04909 35.792 6.46233 1.0124 72.026
54 6.58542 1.09249 38.05 6.58542 1.03823 76.322
55 6.70851 1.16 40.538 6.70851 1.03006 80.745
56 6.83161 1.13476 43.062 6.83161 1.0447 85.397
57 6.9547 1.0828 45.558 6.9547 1.04943 90.24
58 7.07779 1.03207 48.022 7.07779 1.04777 95.248
59 7.20088 1.08287 50.698 7.20088 1.06036 100.494
60 7.32397 1.0194 53.304 7.32397 1.06605 105.95
61 7.44707 0.992032 55.926 7.44707 1.06096 111.564
62 7.57016 0.973215 58.584 7.57016 1.05783 117.348
63 7.69325 1.00117 61.408 7.69325 1.02886 123.158
64 7.81634 1.0008 64.322 7.81634 1.01609 129.081
65 7.93943 1.03725 67.438 7.93943 1.02906 135.27
66 8.06253 1.0239 70.61 8.06253 1.01159 141.544
67 8.18562 0.974544 73.722 8.18562 1.00204 147.95
68 8.30871 1.05226 77.184 8.30871 0.992458 154.487
69 8.4318 0.977496 80.496 8.4318 0.999811 161.269
70 8.55489 1.01551 84.038 8.55489 0.981558 168.123
71 8.67799 1.0404 87.772 8.67799 0.99956 175.305
72 8.80108 0.995795 91.448 8.80108 1.00698 182.747
73 8.92417 1.01805 95.312 8.92417 1.01032 190.424
74 9.04726 1.00079 99.216 9.04726 0.989031 198.148
75 9.17035 1.01901 103.3 9.17035 1.0084 206.239
76 9.29345 0.97082 107.296 9.29345 1.00104 214.488
77 9.41654 1.0237 111.622 9.41654 1.00754 223.012
78 9.53963 0.996526 115.944 9.53963 1.00843 231.768
79 9.66272 0.984334 120.324 9.66272 1.02814 240.927
80 9.78581 0.989088 124.838 9.78581 1.00156 250.078
81 9.90891 1.00527 129.542 9.90891 1.00768 259.518
82 10.032 1.01161 134.394 10.032 0.997373 269.095
83 10.1551 0.959971 139.112 10.1551 0.995091 278.886
84 10.2782 1.05311 144.414 10.2782 1.00384 289.004
85 10.4013 1.07876 149.976 10.4013 1.01316 299.462
86 10.5244 0.993434 155.22 10.5244 1.01392 310.177
87 10.6475 1.00095 160.628 10.6475 1.01225 321.126
88 10.7706 0.991951 166.112 10.7706 1.01861 332.4
89 10.8936 0.983452 171.674 10.8936 1.0125 343.864
90 11.0167 1.00793 177.504 11.0167 0.99613 355.399
91 11.1398 1.01655 183.516 11.1398 0.999069 367.228
92 11.2629 1.03482 189.772 11.2629 0.991562 379.229
93 11.386 1.01256 196.028 11.386 1.00355 391.642
94 11.5091 1.04076 202.598 11.5091 1.0087 404.39
95 11.6322 0.964265 208.816 11.6322 1.00722 417.393
96 11.7553 0.991249 215.344 11.7553 1.00922 430.699
97 11.8784 0.996093 222.042 11.8784 1.01397 444.349
98 12.0015 0.996744 228.884 12.0015 0.992982 457.995
99 12.1246 1.01087 235.966 12.1246 0.995523 471.958
100 12.2477 0.975261 242.938 12.2477 0.978618 485.964
22900 100
1 0.061546 0 0 0.061546 0 0
2 0.184638 0 0 0.184638 0 0
3 0.30773 0 0 0.30773 0 0
4 0.430822 0 0 0.430822 0 0
5 0.553914 0 0 0.553914 0 0
6 0.677006 0 0 0.677006 0 0
7 0.800098 0 0 0.800098 0 0
8 0.92319 0 0 0.92319 0 0
9 1.04628 0 0 1.04628 0 0
10 1.16937 0 0 1.16937 0 0
11 1.29247 0 0 1.29247 0 0
12 1.41556 0 0 1.41556 0 0
13 1.53865 0 0 1.53865 0.0398151 0.009
14 1.66174 0 0 1.66174 0.842061 0.231
15 1.78483 0 0 1.78483 1.96301 0.828
16 1.90793 0 0 1.90793 1.62014 1.391
17 2.03102 0 0 2.03102 0.685677 1.661
18 2.15411 0 0 2.15411 0.307045 1.797
19 2.2772 0 0 2.2772 0.15758 1.875
20 2.40029 0 0 2.40029 0.109105 1.935
21 2.52339 0.223994 0.068 2.52339 0.0921406 1.991
22 2.64648 2.875 1.028 2.64648 0.269261 2.171
23 2.76957 3.72992 2.392 2.76957 0.482164 2.524
24 2.89266 2.14081 3.246 2.89266 0.922833 3.261
25 3.01575 1.01019 3.684 3.01575 1.40548 4.481
26 3.13885 0.642972 3.986 3.13885 1.7143 6.093
27 3.26194 0.469197 4.224 3.26194 1.55094 7.668
28 3.38503 0.574828 4.538 3.38503 1.45026 9.254
29 3.50812 0.736327 4.97 3.50812 1.32134 10.806
30 3.63121 0.757256 5.446 3.63121 1.14031 12.241
31 3.75431 0.910823 6.058 3.75431 1.10394 13.726
32 3.8774 1.06879 6.824 3.8774 1.06702 15.257
33 4.00049 1.27667 7.798 4.00049 1.02136 16.817
34 4.12358 1.26081 8.82 4.12358 0.984102 18.414
35 4.24667 1.29347 9.932 4.24667 1.04351 20.21
36 4.36977 1.36884 11.178 4.36977 1.03494 22.096
37 4.49286 1.25746 12.388 4.49286 1.04753 24.114
38 4.61595 1.21689 13.624 4.61595 1.04601 26.241
39 4.73904 1.18252 14.89 4.73904 1.09409 28.586
40 4.86213 1.07549 16.102 4.86213 1.06644 30.992
41 4.98523 1.04667 17.342 4.98523 1.05532 33.495
42 5.10832 1.01613 18.606 5.10832 1.07053 36.161
43 5.23141 0.933621 19.824 5.23141 1.03492 38.864
44 5.3545 0.882411 21.03 5.3545 1.01749 41.648
45 5.47759 0.872565 22.278 5.47759 1.02675 44.588
46 5.60069 0.868072 23.576 5.60069 0.993142 47.561
47 5.72378 0.810648 24.842 5.72378 1.00814 50.713
48 5.84687 0.88856 26.29 5.84687 0.953266 53.823
49 5.96996 0.935879 27.88 5.96996 0.966402 57.11
50 6.09305 0.971907 29.6 6.09305 0.966983 60.536
51 6.21615 1.04672 31.528 6.21615 0.961338 64.081
52 6.33924 1.07433 33.586 6.33924 0.989556 67.876
53 6.46233 1.1212 35.818 6.46233 0.997886 71.853
54 6.58542 1.07775 38.046 6.58542 1.01554 76.056
55 6.70851 1.1467 40.506 6.70851 1.02658 80.465
56 6.83161 1.10755 42.97 6.83161 1.05436 85.161
57 6.9547 1.05829 45.41 6.9547 1.06026 90.055
58 7.07779 1.04609 47.908 7.07779 1.05696 95.108
59 7.20088 1.04138 50.482 7.20088 1.04801 100.294
60 7.32397 1.04265 53.148 7.32397 1.09103 105.879
61 7.44707 0.977447 55.732 7.44707 1.04827 111.427
62 7.57016 1.02645 58.536 7.57016 1.062 117.235
63 7.69325 1.04916 61.496 7.69325 1.01766 122.983
64 7.81634 1.00059 64.41 7.81634 1.01657 128.91
65 7.93943 0.98977 67.384 7.93943 1.02053 135.049
66 8.06253 1.00819 70.508 8.06253 1.0212 141.384
67 8.18562 1.04071 73.832 8.18562 1.00386 147.803
68 8.30871 0.999774 77.122 8.30871 0.985265 154.294
69 8.4318 0.98437 80.458 8.4318 0.998715 161.07
70 8.55489 0.988352 83.906 8.55489 0.985645 167.954
71 8.67799 1.00676 87.52 8.67799 0.989329 175.064
72 8.80108 1.04704 91.386 8.80108 1.00379 182.484
73 8.92417 1.02521 95.278 8.92417 1.0101 190.161
74 9.04726 0.991349 99.146 9.04726 1.01699 198.105
75 9.17035 0.998841 103.15 9.17035 1.0189 206.282
76 9.29345 0.985188 107.206 9.29345 0.997549 214.504
77 9.41654 0.994615 111.41 9.41654 0.990666 222.887
78 9.53963 1.02536 115.858 9.53963 1.00326 231.6
79 9.66272 0.96615 120.158 9.66272 1.0176 240.667
80 9.78581 0.993698 124.694 9.78581 1.01601 249.952
81 9.90891 1.0089 129.416 9.90891 1.00512 259.37
82 10.032 1.05767 134.49 10.032 1.00476 269.02
83 10.1551 0.981331 139.314 10.1551 1.01612 279.02
84 10.2782 1.02827 144.492 10.2782 0.996091 289.062
85 10.4013 1.03122 149.81 10.4013 1.01014 299.491
86 10.5244 0.99436 155.06 10.5244 1.00954 310.162
87 10.6475 1.02406 160.594 10.6475 1.00344 321.018
88 10.7706 1.0355 166.32 10.7706 1.02029 332.313
89 10.8936 0.985365 171.894 10.8936 0.993828 343.568
90 11.0167 0.972457 177.52 11.0167 1.0074 355.236
